Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
68	'imgPerTrial',008,'fixationImage01ID',027,'fixationImage02ID',037,'fixationImage03ID',047,'fixationImage04ID',057,'fixationImage05ID',067,'fixationImage06ID',077,'fixationImage07ID',007,'fixationImage08ID',017,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\027','fixationImage02File','.\stim\037','fixationImage03File','.\stim\047','fixationImage04File','.\stim\057','fixationImage05File','.\stim\067','fixationImage06File','.\stim\077','fixationImage07File','.\stim\007','fixationImage08File','.\stim\017','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\027, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
69	'imgPerTrial',008,'fixationImage01ID',028,'fixationImage02ID',038,'fixationImage03ID',048,'fixationImage04ID',058,'fixationImage05ID',068,'fixationImage06ID',078,'fixationImage07ID',008,'fixationImage08ID',018,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\028','fixationImage02File','.\stim\038','fixationImage03File','.\stim\048','fixationImage04File','.\stim\058','fixationImage05File','.\stim\068','fixationImage06File','.\stim\078','fixationImage07File','.\stim\008','fixationImage08File','.\stim\018','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\028, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
70	'imgPerTrial',008,'fixationImage01ID',029,'fixationImage02ID',039,'fixationImage03ID',049,'fixationImage04ID',059,'fixationImage05ID',069,'fixationImage06ID',079,'fixationImage07ID',009,'fixationImage08ID',019,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\029','fixationImage02File','.\stim\039','fixationImage03File','.\stim\049','fixationImage04File','.\stim\059','fixationImage05File','.\stim\069','fixationImage06File','.\stim\079','fixationImage07File','.\stim\009','fixationImage08File','.\stim\019','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\029, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
71	'imgPerTrial',008,'fixationImage01ID',030,'fixationImage02ID',040,'fixationImage03ID',050,'fixationImage04ID',060,'fixationImage05ID',070,'fixationImage06ID',080,'fixationImage07ID',010,'fixationImage08ID',020,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\030','fixationImage02File','.\stim\040','fixationImage03File','.\stim\050','fixationImage04File','.\stim\060','fixationImage05File','.\stim\070','fixationImage06File','.\stim\080','fixationImage07File','.\stim\010','fixationImage08File','.\stim\020','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\030, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
72	'imgPerTrial',008,'fixationImage01ID',011,'fixationImage02ID',021,'fixationImage03ID',031,'fixationImage04ID',041,'fixationImage05ID',051,'fixationImage06ID',061,'fixationImage07ID',071,'fixationImage08ID',001,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\011','fixationImage02File','.\stim\021','fixationImage03File','.\stim\031','fixationImage04File','.\stim\041','fixationImage05File','.\stim\051','fixationImage06File','.\stim\061','fixationImage07File','.\stim\071','fixationImage08File','.\stim\001','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\011, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
73	'imgPerTrial',008,'fixationImage01ID',012,'fixationImage02ID',022,'fixationImage03ID',032,'fixationImage04ID',042,'fixationImage05ID',052,'fixationImage06ID',062,'fixationImage07ID',072,'fixationImage08ID',002,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\012','fixationImage02File','.\stim\022','fixationImage03File','.\stim\032','fixationImage04File','.\stim\042','fixationImage05File','.\stim\052','fixationImage06File','.\stim\062','fixationImage07File','.\stim\072','fixationImage08File','.\stim\002','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\012, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\042, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
74	'imgPerTrial',008,'fixationImage01ID',013,'fixationImage02ID',023,'fixationImage03ID',033,'fixationImage04ID',043,'fixationImage05ID',053,'fixationImage06ID',063,'fixationImage07ID',073,'fixationImage08ID',003,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\013','fixationImage02File','.\stim\023','fixationImage03File','.\stim\033','fixationImage04File','.\stim\043','fixationImage05File','.\stim\053','fixationImage06File','.\stim\063','fixationImage07File','.\stim\073','fixationImage08File','.\stim\003','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\013, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
75	'imgPerTrial',008,'fixationImage01ID',014,'fixationImage02ID',024,'fixationImage03ID',034,'fixationImage04ID',044,'fixationImage05ID',054,'fixationImage06ID',064,'fixationImage07ID',074,'fixationImage08ID',004,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\014','fixationImage02File','.\stim\024','fixationImage03File','.\stim\034','fixationImage04File','.\stim\044','fixationImage05File','.\stim\054','fixationImage06File','.\stim\064','fixationImage07File','.\stim\074','fixationImage08File','.\stim\004','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\014, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
76	'imgPerTrial',008,'fixationImage01ID',015,'fixationImage02ID',025,'fixationImage03ID',035,'fixationImage04ID',045,'fixationImage05ID',055,'fixationImage06ID',065,'fixationImage07ID',075,'fixationImage08ID',005,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\015','fixationImage02File','.\stim\025','fixationImage03File','.\stim\035','fixationImage04File','.\stim\045','fixationImage05File','.\stim\055','fixationImage06File','.\stim\065','fixationImage07File','.\stim\075','fixationImage08File','.\stim\005','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\015, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
77	'imgPerTrial',008,'fixationImage01ID',016,'fixationImage02ID',026,'fixationImage03ID',036,'fixationImage04ID',046,'fixationImage05ID',056,'fixationImage06ID',066,'fixationImage07ID',076,'fixationImage08ID',006,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\016','fixationImage02File','.\stim\026','fixationImage03File','.\stim\036','fixationImage04File','.\stim\046','fixationImage05File','.\stim\056','fixationImage06File','.\stim\066','fixationImage07File','.\stim\076','fixationImage08File','.\stim\006','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\016, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\046, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
78	'imgPerTrial',008,'fixationImage01ID',017,'fixationImage02ID',027,'fixationImage03ID',037,'fixationImage04ID',047,'fixationImage05ID',057,'fixationImage06ID',067,'fixationImage07ID',077,'fixationImage08ID',007,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\017','fixationImage02File','.\stim\027','fixationImage03File','.\stim\037','fixationImage04File','.\stim\047','fixationImage05File','.\stim\057','fixationImage06File','.\stim\067','fixationImage07File','.\stim\077','fixationImage08File','.\stim\007','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\017, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
79	'imgPerTrial',008,'fixationImage01ID',018,'fixationImage02ID',028,'fixationImage03ID',038,'fixationImage04ID',048,'fixationImage05ID',058,'fixationImage06ID',068,'fixationImage07ID',078,'fixationImage08ID',008,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\018','fixationImage02File','.\stim\028','fixationImage03File','.\stim\038','fixationImage04File','.\stim\048','fixationImage05File','.\stim\058','fixationImage06File','.\stim\068','fixationImage07File','.\stim\078','fixationImage08File','.\stim\008','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\018, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
80	'imgPerTrial',008,'fixationImage01ID',019,'fixationImage02ID',029,'fixationImage03ID',039,'fixationImage04ID',049,'fixationImage05ID',059,'fixationImage06ID',069,'fixationImage07ID',079,'fixationImage08ID',009,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\019','fixationImage02File','.\stim\029','fixationImage03File','.\stim\039','fixationImage04File','.\stim\049','fixationImage05File','.\stim\059','fixationImage06File','.\stim\069','fixationImage07File','.\stim\079','fixationImage08File','.\stim\009','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\019, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
81	'imgPerTrial',008,'fixationImage01ID',020,'fixationImage02ID',030,'fixationImage03ID',040,'fixationImage04ID',050,'fixationImage05ID',060,'fixationImage06ID',070,'fixationImage07ID',080,'fixationImage08ID',010,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\020','fixationImage02File','.\stim\030','fixationImage03File','.\stim\040','fixationImage04File','.\stim\050','fixationImage05File','.\stim\060','fixationImage06File','.\stim\070','fixationImage07File','.\stim\080','fixationImage08File','.\stim\010','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	9	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\020, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
